"","Subject","Group","fea_f0","fea_full","fea_tbr","hap_f0","hap_full","hap_tbr","ple_f0","ple_full","ple_tbr","sad_f0","sad_full","sad_tbr"
"70","6391d0cc","C",0.666666666666667,0.875,0.458333333333333,0.833333333333333,0.916666666666667,0.666666666666667,0.375,0.791666666666667,0.333333333333333,0.75,0.75,0.583333333333333
"71","664d98e4","M",0.833333333333333,0.625,0.291666666666667,0.875,0.916666666666667,0.375,0.375,0.666666666666667,0.416666666666667,0.541666666666667,0.583333333333333,0.291666666666667
"72","67771cc7","C",0.541666666666667,0.791666666666667,0.5,0.791666666666667,0.958333333333333,0.375,0.166666666666667,0.666666666666667,0.333333333333333,0.75,0.791666666666667,0.583333333333333
"73","6a1429c4","M",0.625,0.666666666666667,0.375,0.958333333333333,0.958333333333333,0.958333333333333,0.458333333333333,0.583333333333333,0.125,0.666666666666667,0.666666666666667,0.5
"74","6b95592b","C",0.5,0.583333333333333,0.291666666666667,0.75,0.958333333333333,0.5,0.333333333333333,0.583333333333333,0.375,0.541666666666667,0.541666666666667,0.458333333333333
"75","720dfefd","A",0.586206896551724,0.625,0.541666666666667,0.9,0.958333333333333,0.5,0.366666666666667,0.648648648648649,0.5,0.75,0.966666666666667,0.736842105263158
"76","72c9fa91","C",0.666666666666667,0.75,0.416666666666667,0.916666666666667,0.916666666666667,0.5,0.416666666666667,0.708333333333333,0.375,0.541666666666667,0.75,0.375
"77","73314bd1","A",0.310344827586207,0.576923076923077,0.173913043478261,0.85,1,0.545454545454545,0.6,0.636363636363636,0.291666666666667,0.366666666666667,0.48,0.25
"78","7481904c","M",0.666666666666667,0.625,0.375,0.583333333333333,0.958333333333333,0.291666666666667,0.458333333333333,0.708333333333333,0.416666666666667,0.833333333333333,0.875,0.791666666666667
"79","76cf1530","C",0.416666666666667,0.625,0.0833333333333333,0.958333333333333,0.958333333333333,0.541666666666667,0.5,0.708333333333333,0.541666666666667,0.708333333333333,0.666666666666667,0.375
"80","76e8cb48","A",0.619047619047619,0.807692307692308,0.407407407407407,0.923076923076923,0.95,0.166666666666667,0.529411764705882,0.653846153846154,0.526315789473684,0.857142857142857,0.8,0.25
"81","79cdb9f1","C",0.541666666666667,0.708333333333333,0.375,0.875,0.958333333333333,0.166666666666667,0.5,0.375,0.458333333333333,0.666666666666667,0.75,0.375
"82","7c3eda1e","M",0.75,0.75,0.291666666666667,0.833333333333333,0.916666666666667,0.458333333333333,0.458333333333333,0.708333333333333,0.5,0.583333333333333,0.625,0.291666666666667
"83","7e6efe5e","M",0.708333333333333,0.833333333333333,0.375,0.833333333333333,1,0.541666666666667,0.291666666666667,0.541666666666667,0.25,0.75,0.75,0.375
"84","7eabca12","A",0.518518518518518,0.761904761904762,0.310344827586207,0.941176470588235,1,0.130434782608696,0.454545454545455,0.75,0.272727272727273,0.652173913043478,0.916666666666667,0.592592592592593
"85","82a6607f","A",0.652173913043478,0.769230769230769,0.5,0.846153846153846,1,0.181818181818182,0.689655172413793,0.608695652173913,0.285714285714286,0.545454545454545,0.80952380952381,0.565217391304348
"86","863033bd","A",0.4,0.578947368421053,0.227272727272727,0.869565217391304,0.9375,0.3,0.44,0.611111111111111,0.541666666666667,0.85,0.75,0.347826086956522
"87","8aca3bdd","A",0.565217391304348,0.583333333333333,0.0833333333333333,0.766666666666667,0.952380952380952,0.379310344827586,0.4,0.904761904761905,0.275862068965517,0.814814814814815,0.826086956521739,0.555555555555556
"88","8ed04a1e","A",0.433333333333333,0.586206896551724,0.277777777777778,0.681818181818182,0.857142857142857,0.285714285714286,0.576923076923077,0.730769230769231,0.476190476190476,0.5,0.619047619047619,0.19047619047619
"89","90249921","A",0.366666666666667,0.533333333333333,0.142857142857143,0.65,0.952380952380952,0.523809523809524,0.4,0.521739130434783,0.705882352941177,0.590909090909091,0.421052631578947,0.3
"90","929dad4d","A",0.56,0.615384615384615,0.44,0.565217391304348,0.888888888888889,0.727272727272727,0.5,0.65,0.333333333333333,0.619047619047619,0.7,0.375
"91","94d6da82","M",0.208333333333333,0.625,0.375,0.875,0.875,0.416666666666667,0.541666666666667,0.875,0.375,0.666666666666667,0.791666666666667,0.583333333333333
"92","9548883f","M",0.583333333333333,0.791666666666667,0.125,0.791666666666667,0.958333333333333,0.5,0.416666666666667,0.666666666666667,0.166666666666667,0.75,0.75,0.708333333333333
"93","95c7a9cf","A",0.19047619047619,0.423076923076923,0.0416666666666667,0.555555555555556,0.92,0.391304347826087,0.16,0.315789473684211,0.275862068965517,0.7,0.764705882352941,0.608695652173913
"94","96917011","M",0.75,0.708333333333333,0.416666666666667,0.875,1,0.541666666666667,0.541666666666667,0.791666666666667,0.166666666666667,0.625,0.708333333333333,0.416666666666667
"95","98d32600","C",0.416666666666667,0.583333333333333,0.291666666666667,0.958333333333333,1,0.666666666666667,0.333333333333333,0.625,0.25,0.75,0.75,0.458333333333333
"96","996cd43e","M",0.458333333333333,0.666666666666667,0.375,0.666666666666667,0.958333333333333,0.375,0.583333333333333,0.75,0.5,0.708333333333333,0.875,0.458333333333333
"97","99a3afac","A",0.666666666666667,0.62962962962963,0.409090909090909,0.857142857142857,0.962962962962963,0.275862068965517,0.25,0.631578947368421,0.0666666666666667,0.833333333333333,0.9,0.416666666666667
"98","9cb4bdd9","C",0.25,0.625,0.166666666666667,0.916666666666667,0.958333333333333,0.208333333333333,0.5,0.75,0.583333333333333,0.708333333333333,0.625,0.5
"99","9d49e9bb","A",0.454545454545455,0.75,0.454545454545455,0.736842105263158,0.857142857142857,0.16,0.375,0.583333333333333,0.52,0.56,0.7,0.64
"100","a456f01b","A",0.703703703703704,0.857142857142857,0.461538461538462,0.933333333333333,1,1,0.588235294117647,0.727272727272727,0.461538461538462,0.694444444444444,0.76,0.636363636363636
"101","a4a459c5","M",0.625,0.666666666666667,0.25,0.958333333333333,1,0.25,0.583333333333333,0.916666666666667,0.541666666666667,0.791666666666667,0.875,0.25
"102","a4d96170","C",0.458333333333333,0.625,0.25,0.916666666666667,1,0.416666666666667,0.458333333333333,0.916666666666667,0.375,0.666666666666667,0.916666666666667,0.5
